Date Time,SPD10-DK ,TMP10-DK ,DEW PT.  ,RAIN 
01/17/2023 01:00:00 PM,3.5,41.5,37.8,0
02/03/2023 01:00:00 PM,12.4,320,-0.7,0
02/10/2023 11:00:00 AM,6.5,291,33.4,0
01/29/2023 08:00:00 PM,4.6,43.8,39.6,0
03/03/2023 01:00:00 PM,2.3,88,34.6,0.04
02/16/2023 01:00:00 AM,6.8,199,44.1,0
01/05/2023 06:00:00 AM,5.8,55.3,40.2,0
01/16/2023 05:00:00 AM,5.9,31.6,16.7,0
03/29/2023 05:00:00 AM,0,0,0,0
01/02/2023 10:00:00 PM,1.7,54.8,46.2,0
02/08/2023 12:00:00 AM,2,34,33.3,0
01/02/2023 12:00:00 AM,1.5,44.5,38.2,0
03/16/2023 03:00:00 PM,0,0,0,0
03/11/2023 09:00:00 PM,0,0,0,0
01/08/2023 05:00:00 PM,6.9,39.5,26.5,0
01/22/2023 02:00:00 PM,4.7,37.3,34.6,0.03
02/24/2023 08:00:00 PM,7.4,353,17,0
03/31/2023 06:00:00 PM,0,0,0,0
01/10/2023 09:00:00 PM,3.6,40.7,22.5,0
01/25/2023 02:00:00 AM,1.5,30.8,25.4,0
03/23/2023 05:00:00 PM,0,0,0,0
02/12/2023 09:00:00 AM,2.2,13,27.9,0
02/09/2023 10:00:00 AM,7.4,151,42,0
03/29/2023 08:00:00 AM,0,0,0,0
01/07/2023 12:00:00 PM,4.6,43.7,24.7,0
03/03/2023 06:00:00 PM,4.8,100,37.2,0.07
01/04/2023 04:00:00 PM,8.1,63.2,58,0
02/07/2023 04:00:00 AM,2,100,23.8,0
01/03/2023 03:00:00 AM,2.1,48.4,45.3,0
02/19/2023 11:00:00 AM,13.7,176,27,0
02/27/2023 11:00:00 PM,2.4,56,38.8,0.12
02/22/2023 12:00:00 PM,4.6,81,35.7,0
03/29/2023 04:00:00 PM,0,0,0,0
01/19/2023 06:00:00 PM,2.8,41.8,41.7,0
02/02/2023 05:00:00 AM,2.4,2,20.9,0
01/04/2023 05:00:00 PM,3.9,62.7,57.9,0
03/06/2023 05:00:00 PM,3.7,117,30.7,0
01/05/2023 09:00:00 PM,5.4,49.7,42.2,0
03/30/2023 07:00:00 AM,0,0,0,0
02/23/2023 11:00:00 PM,4.9,202,43.6,0
03/11/2023 11:00:00 PM,0,0,0,0
03/07/2023 03:00:00 PM,0,0,0,0
01/02/2023 02:00:00 PM,5.6,60.6,47.1,0
02/26/2023 04:00:00 PM,3.9,238,34.8,0
03/27/2023 02:00:00 PM,0,0,0,0
03/25/2023 05:00:00 PM,0,0,0,0
02/18/2023 12:00:00 PM,7,289,15.7,0
03/10/2023 06:00:00 AM,0,0,0,0
02/05/2023 11:00:00 PM,3.9,172,32,0
03/03/2023 09:00:00 PM,4.7,120,40.1,0.15
01/05/2023 05:00:00 PM,2.7,51.2,47.3,0.01
02/15/2023 06:00:00 AM,5.4,151,35.6,0
02/23/2023 10:00:00 PM,4.6,186,43.3,0
03/28/2023 10:00:00 PM,0,0,0,0
01/24/2023 04:00:00 AM,4,35.6,23.5,0
03/17/2023 05:00:00 PM,0,0,0,0
02/03/2023 03:00:00 PM,11.8,302,-0.1,0
01/23/2023 09:00:00 PM,5.2,38.5,26.5,0
01/22/2023 05:00:00 AM,3.4,30.7,23.7,0
02/27/2023 06:00:00 PM,6.7,144,36.8,0.05
03/27/2023 03:00:00 AM,0,0,0,0
03/26/2023 10:00:00 AM,0,0,0,0
02/12/2023 05:00:00 AM,1.3,41,27.9,0
01/06/2023 07:00:00 PM,3.5,42.4,29.3,0
03/19/2023 04:00:00 AM,0,0,0,0
02/14/2023 12:00:00 AM,7.7,333,22.6,0
03/04/2023 01:00:00 AM,3.4,35,39.1,0
01/21/2023 08:00:00 AM,4.7,39.5,27.4,0
02/26/2023 11:00:00 PM,2.8,302,28.7,0
02/04/2023 03:00:00 AM,4.4,300,-3.2,0
02/27/2023 08:00:00 PM,8.5,136,37.2,0.02
01/22/2023 12:00:00 AM,1.6,30.1,25,0
01/16/2023 11:00:00 PM,1.2,38.6,18.2,0
03/21/2023 03:00:00 AM,0,0,0,0
03/31/2023 01:00:00 AM,0,0,0,0
01/18/2023 01:00:00 AM,3,39.5,38.9,0
02/20/2023 09:00:00 PM,5.6,226,38.2,0
01/29/2023 01:00:00 PM,10.9,43.8,35.6,0
03/24/2023 10:00:00 PM,0,0,0,0
03/15/2023 10:00:00 AM,0,0,0,0
03/04/2023 04:00:00 AM,3,253,36.5,0
03/17/2023 12:00:00 PM,0,0,0,0
02/28/2023 02:00:00 PM,5.7,2,44,0
02/08/2023 05:00:00 PM,2.3,13,32.3,0
03/28/2023 10:00:00 AM,0,0,0,0
01/25/2023 10:00:00 AM,4.3,37,27.9,0
03/14/2023 04:00:00 AM,0,0,0,0
01/02/2023 02:00:00 AM,2.1,42.8,38,0
03/22/2023 04:00:00 AM,0,0,0,0
02/01/2023 09:00:00 AM,10.1,351,17.4,0
01/09/2023 01:00:00 PM,11.9,44.1,23.6,0
01/20/2023 02:00:00 AM,3.5,41.3,40.8,0
03/24/2023 12:00:00 AM,0,0,0,0
02/06/2023 12:00:00 PM,10.5,338,32,0
01/29/2023 10:00:00 AM,6.7,43.4,30.7,0
03/07/2023 08:00:00 PM,0,0,0,0
02/01/2023 03:00:00 AM,5.3,345,29.5,0
01/14/2023 07:00:00 PM,11.9,30.9,18.2,0
02/26/2023 02:00:00 PM,8.9,186,38,0
02/25/2023 11:00:00 PM,2.4,192,32,0
03/30/2023 11:00:00 AM,0,0,0,0
03/13/2023 07:00:00 PM,0,0,0,0
03/17/2023 09:00:00 AM,0,0,0,0
01/16/2023 01:00:00 PM,6.1,46.3,15.8,0
03/03/2023 01:00:00 AM,1.6,193,33.7,0
02/10/2023 01:00:00 PM,9.7,318,30.9,0
02/02/2023 08:00:00 PM,8.2,186,31,0
01/11/2023 08:00:00 PM,4.8,41.7,30.8,0
03/29/2023 05:00:00 PM,0,0,0,0
02/08/2023 11:00:00 AM,6.7,323,40.2,0
02/22/2023 10:00:00 AM,5.5,342,33,0.01
02/14/2023 12:00:00 PM,5.3,197,26.7,0
01/12/2023 03:00:00 PM,8.4,48.7,42.7,0
01/05/2023 06:00:00 PM,2.3,49.4,46.2,0
01/28/2023 05:00:00 PM,6.5,52.6,28.9,0
01/26/2023 03:00:00 AM,3,36,35,0
03/10/2023 09:00:00 PM,0,0,0,0
02/25/2023 05:00:00 PM,5.9,141,31.3,0
03/05/2023 12:00:00 AM,1.6,177,31.3,0
01/12/2023 09:00:00 PM,3.3,47.8,44.3,0
03/02/2023 08:00:00 PM,6.6,339,29.3,0
01/01/2023 07:00:00 PM,2.5,53.9,39.2,0
02/04/2023 12:00:00 PM,7.4,184,0,0
03/03/2023 05:00:00 AM,3.6,7,31,0
03/30/2023 03:00:00 AM,0,0,0,0
02/10/2023 01:00:00 AM,9,186,53.8,0
02/26/2023 11:00:00 AM,10.1,186,36.6,0
03/07/2023 01:00:00 AM,0,0,0,0
03/15/2023 07:00:00 AM,0,0,0,0
01/25/2023 06:00:00 PM,1.3,40,39.8,0.02
01/11/2023 06:00:00 PM,3.4,42,30.5,0
01/09/2023 06:00:00 PM,3.5,42.2,20.7,0
01/04/2023 07:00:00 PM,8.4,62.5,58,0
01/04/2023 05:00:00 AM,4.6,60,56,0
03/18/2023 12:00:00 PM,0,0,0,0
02/17/2023 04:00:00 PM,13.1,316,29.9,0
02/01/2023 02:00:00 PM,6.6,316,14.1,0
03/05/2023 10:00:00 AM,3.4,230,34.2,0
02/26/2023 06:00:00 PM,4.7,271,26.8,0
01/17/2023 04:00:00 PM,6,45.6,42.7,0
02/28/2023 08:00:00 AM,3.8,8,38.8,0
01/12/2023 01:00:00 AM,4,39.7,37.9,0.01
02/22/2023 03:00:00 AM,2.6,37,21.7,0
03/10/2023 02:00:00 PM,0,0,0,0
01/22/2023 07:00:00 AM,2.6,31,23.2,0
01/01/2023 10:00:00 PM,1.8,51.7,38.5,0
01/28/2023 06:00:00 PM,4.4,50.7,29.5,0
02/12/2023 08:00:00 AM,2.4,360,27.6,0
03/29/2023 02:00:00 AM,0,0,0,0
02/24/2023 12:00:00 PM,11.5,308,24.2,0
01/26/2023 01:00:00 AM,1.6,37.7,37.3,0
01/15/2023 10:00:00 PM,4,34,16.9,0
01/13/2023 12:00:00 PM,10.4,45.2,32.2,0
01/19/2023 09:00:00 AM,5.5,41.4,37.6,0
01/17/2023 02:00:00 PM,4.7,44.1,40.6,0
03/17/2023 06:00:00 PM,0,0,0,0
01/21/2023 09:00:00 AM,5,40.1,26.5,0
03/28/2023 01:00:00 PM,0,0,0,0
03/07/2023 01:00:00 PM,0,0,0,0
02/11/2023 11:00:00 PM,2,69,24.6,0
03/08/2023 03:00:00 PM,0,0,0,0
01/16/2023 07:00:00 AM,5.1,30.6,16.5,0
03/18/2023 10:00:00 PM,0,0,0,0
02/15/2023 06:00:00 PM,11.2,193,40.8,0
02/13/2023 02:00:00 PM,4.4,237,18.6,0
02/09/2023 05:00:00 AM,1.7,145,36.1,0
02/07/2023 07:00:00 PM,6.9,155,32.3,0
03/13/2023 03:00:00 AM,0,0,0,0
02/27/2023 07:00:00 AM,1.7,166,29.4,0
03/27/2023 02:00:00 AM,0,0,0,0
03/04/2023 06:00:00 AM,4.8,170,36.5,0
01/29/2023 01:00:00 AM,5.4,43.9,29.3,0
03/03/2023 07:00:00 AM,3,22,30.7,0
03/18/2023 07:00:00 AM,0,0,0,0
01/09/2023 05:00:00 AM,3.9,34.9,31.8,0
03/26/2023 06:00:00 AM,0,0,0,0
02/06/2023 03:00:00 AM,2.2,175,31.8,0
01/30/2023 04:00:00 PM,5.9,57,41.9,0
01/17/2023 08:00:00 PM,2,40.7,38.1,0
02/20/2023 08:00:00 PM,3.6,224,39.2,0
02/18/2023 04:00:00 AM,9.6,323,12.8,0
03/12/2023 03:00:00 PM,0,0,0,0
03/01/2023 09:00:00 AM,7.3,137,37.4,0
02/23/2023 05:00:00 AM,4.3,357,38.6,0
03/05/2023 02:00:00 AM,1.9,111,29.7,0
02/22/2023 03:00:00 PM,8.8,146,29.9,0
01/13/2023 10:00:00 PM,7.8,37.5,27.3,0
03/05/2023 12:00:00 PM,9.7,310,31.4,0
03/09/2023 03:00:00 AM,0,0,0,0
02/12/2023 06:00:00 AM,3.5,353,27.8,0
01/31/2023 11:00:00 PM,4.1,33.6,32.5,0
03/26/2023 02:00:00 AM,0,0,0,0
01/23/2023 11:00:00 AM,6.6,41.5,34.8,0
03/05/2023 05:00:00 AM,1.1,202,28.3,0
01/31/2023 04:00:00 AM,7.6,46.1,40.8,0
02/21/2023 12:00:00 AM,3.8,187,40.2,0
01/14/2023 05:00:00 PM,12,32.8,19.2,0
03/17/2023 03:00:00 AM,0,0,0,0
03/15/2023 08:00:00 AM,0,0,0,0
02/13/2023 02:00:00 AM,3.3,335,33,0
01/05/2023 05:00:00 AM,6.9,56.6,41.4,0
03/27/2023 08:00:00 PM,0,0,0,0
01/09/2023 09:00:00 PM,2.9,38.5,22.6,0
02/13/2023 03:00:00 PM,6.5,205,23,0
02/17/2023 02:00:00 PM,10.9,321,37.9,0
01/31/2023 01:00:00 PM,3.6,37.4,32.9,0
03/06/2023 11:00:00 AM,3.4,349,28.3,0
01/28/2023 04:00:00 PM,9.8,52,28.6,0
02/23/2023 03:00:00 PM,4.9,310,49.2,0
03/18/2023 02:00:00 PM,0,0,0,0
01/27/2023 08:00:00 PM,4.8,36.5,18.4,0
02/26/2023 12:00:00 PM,8,183,37.8,0
01/27/2023 03:00:00 AM,4.5,36.2,22.4,0
03/31/2023 03:00:00 PM,0,0,0,0
01/05/2023 11:00:00 AM,3.1,57.9,40.2,0
02/16/2023 06:00:00 PM,2.9,10,52.3,0.02
01/24/2023 01:00:00 PM,5.1,45.7,23.5,0
03/16/2023 12:00:00 AM,0,0,0,0
01/11/2023 10:00:00 PM,6.1,41.7,34.1,0
03/15/2023 04:00:00 AM,0,0,0,0
01/09/2023 08:00:00 PM,4.5,39.1,22.4,0
03/23/2023 09:00:00 PM,0,0,0,0
03/22/2023 09:00:00 AM,0,0,0,0
01/20/2023 11:00:00 AM,9.5,45.3,27.3,0
01/09/2023 04:00:00 PM,7.2,45.7,19.2,0
01/18/2023 03:00:00 PM,7.9,52,37.2,0
02/09/2023 01:00:00 PM,14.6,184,46.1,0
03/15/2023 09:00:00 PM,0,0,0,0
03/13/2023 06:00:00 PM,0,0,0,0
01/12/2023 05:00:00 AM,4.7,39.2,37,0
01/13/2023 11:00:00 PM,11.4,37,26.4,0
03/25/2023 08:00:00 PM,0,0,0,0
03/07/2023 02:00:00 PM,0,0,0,0
01/26/2023 11:00:00 PM,2.8,38.1,23.6,0
01/15/2023 08:00:00 PM,7.3,36.1,16.9,0
01/24/2023 10:00:00 AM,5.4,40.7,24.4,0
01/22/2023 01:00:00 PM,7.3,37.4,33.9,0
02/17/2023 02:00:00 AM,9.3,167,54.5,0
01/06/2023 08:00:00 AM,5.1,44.6,31.6,0
01/14/2023 11:00:00 AM,14.1,32.6,22.1,0
03/12/2023 05:00:00 AM,0,0,0,0
03/27/2023 12:00:00 PM,0,0,0,0
01/15/2023 04:00:00 AM,10.2,27.9,18.2,0
02/27/2023 08:00:00 AM,1.1,264,29.4,0
01/20/2023 02:00:00 PM,11.1,44.7,26.8,0
01/13/2023 06:00:00 AM,6.8,47.1,40.5,0.01
03/22/2023 07:00:00 AM,0,0,0,0
02/26/2023 12:00:00 AM,2.1,211,31.9,0
03/26/2023 11:00:00 PM,0,0,0,0
01/02/2023 03:00:00 PM,4.8,61.3,47.6,0
02/17/2023 07:00:00 AM,4.8,168,56.8,0.22
03/26/2023 07:00:00 AM,0,0,0,0
02/09/2023 11:00:00 PM,12.6,186,54.2,0
01/04/2023 10:00:00 PM,4.3,60,56.9,0
01/02/2023 06:00:00 AM,1.1,42.1,38,0
02/26/2023 05:00:00 PM,8.2,280,25.9,0
03/08/2023 09:00:00 PM,0,0,0,0
03/19/2023 12:00:00 AM,0,0,0,0
02/19/2023 11:00:00 PM,10.9,187,42.9,0
02/04/2023 02:00:00 PM,10.4,171,-1,0
03/20/2023 01:00:00 AM,0,0,0,0
01/01/2023 09:00:00 AM,2.1,49.7,43.8,0
03/09/2023 10:00:00 AM,0,0,0,0
03/04/2023 09:00:00 AM,7.6,288,31.8,0
01/24/2023 05:00:00 PM,2.9,48.2,22,0
02/01/2023 04:00:00 AM,4.4,358,30,0.01
03/19/2023 11:00:00 PM,0,0,0,0
01/24/2023 06:00:00 PM,2.2,45.6,22.2,0
03/30/2023 08:00:00 AM,0,0,0,0
02/16/2023 06:00:00 AM,2.1,99,42.6,0
01/23/2023 08:00:00 AM,2.2,37.1,35.7,0
02/08/2023 09:00:00 AM,1.3,97,39.8,0
03/11/2023 04:00:00 PM,0,0,0,0
01/25/2023 11:00:00 PM,3.2,39.3,39.2,0
01/09/2023 07:00:00 AM,1.7,34.2,30,0
02/05/2023 01:00:00 AM,7.1,166,8.2,0
02/22/2023 04:00:00 AM,1.8,60,23.9,0
03/16/2023 10:00:00 PM,0,0,0,0
01/09/2023 10:00:00 AM,6.5,40.9,30.8,0
01/28/2023 10:00:00 PM,3.5,40,28.1,0
01/25/2023 12:00:00 AM,3.1,34.5,25.6,0
02/11/2023 12:00:00 AM,7.5,291,27.5,0
02/02/2023 12:00:00 AM,1.7,99,19.3,0
03/30/2023 03:00:00 PM,0,0,0,0
01/07/2023 06:00:00 AM,2.6,40.2,29.5,0
03/28/2023 04:00:00 AM,0,0,0,0
01/25/2023 07:00:00 AM,4.4,35.8,26.5,0
03/02/2023 12:00:00 PM,5.6,322,49.4,0
03/30/2023 06:00:00 AM,0,0,0,0
01/21/2023 06:00:00 AM,3.9,39.4,26.8,0
01/20/2023 07:00:00 PM,8.5,41.4,26.1,0
02/24/2023 10:00:00 PM,4.4,342,17.2,0
02/09/2023 03:00:00 AM,2.1,349,32,0
02/26/2023 07:00:00 PM,3.7,264,28.6,0
02/19/2023 03:00:00 PM,13.9,175,22.8,0
03/26/2023 10:00:00 PM,0,0,0,0
03/03/2023 10:00:00 PM,1.5,6,42.1,0.14
01/08/2023 11:00:00 PM,9.8,36.4,32.2,0
01/25/2023 02:00:00 PM,5.4,37,35,0.07
03/02/2023 09:00:00 PM,5.9,325,28.7,0
01/12/2023 06:00:00 PM,8,49.1,43.4,0
02/15/2023 04:00:00 PM,11.6,199,43.1,0
01/19/2023 04:00:00 AM,1.4,39.6,37,0
02/06/2023 08:00:00 AM,4.8,322,32.1,0
03/11/2023 04:00:00 AM,0,0,0,0
01/06/2023 01:00:00 PM,7.4,46.6,29.3,0
01/29/2023 02:00:00 AM,4.5,42.3,29.2,0
03/02/2023 10:00:00 PM,4.5,314,28.4,0
02/19/2023 09:00:00 PM,11.8,188,40.4,0
03/14/2023 07:00:00 PM,0,0,0,0
01/07/2023 06:00:00 PM,7.5,40.3,24.7,0
01/17/2023 01:00:00 AM,2.5,36.8,20.3,0
02/09/2023 06:00:00 AM,2.9,114,38.6,0
02/04/2023 05:00:00 PM,11.2,180,3.6,0
03/09/2023 12:00:00 AM,0,0,0,0
02/12/2023 11:00:00 AM,6.4,352,27.5,0
02/11/2023 04:00:00 PM,4.3,354,18,0
02/18/2023 03:00:00 PM,4.6,316,18,0
02/20/2023 08:00:00 AM,4,165,41.2,0
01/08/2023 12:00:00 PM,3.6,37.8,26.9,0
03/17/2023 09:00:00 PM,0,0,0,0
02/01/2023 11:00:00 AM,12.1,351,16.3,0
03/25/2023 10:00:00 AM,0,0,0,0
01/27/2023 02:00:00 AM,2.9,35.9,23.5,0
03/12/2023 01:00:00 AM,0,0,0,0
01/07/2023 01:00:00 AM,2,40.4,30.6,0
03/30/2023 10:00:00 PM,0,0,0,0
02/28/2023 05:00:00 PM,7.4,300,37.7,0
02/22/2023 06:00:00 PM,6.1,136,30.5,0
01/11/2023 09:00:00 PM,6.6,41.7,31.8,0
02/12/2023 03:00:00 PM,4.9,24,34.6,0.03
03/20/2023 06:00:00 PM,0,0,0,0
02/25/2023 12:00:00 AM,5.8,6,19.3,0
03/05/2023 07:00:00 AM,1.4,170,28.3,0
02/18/2023 11:00:00 PM,4,173,21.6,0
03/29/2023 06:00:00 AM,0,0,0,0
03/17/2023 05:00:00 AM,0,0,0,0
01/01/2023 01:00:00 AM,3.9,52.6,51.5,0
03/22/2023 11:00:00 PM,0,0,0,0
01/07/2023 07:00:00 PM,6.3,39.1,24.6,0
01/06/2023 10:00:00 PM,3.3,41.3,30.2,0
03/06/2023 08:00:00 PM,2.2,68,30.6,0
01/22/2023 10:00:00 PM,6.2,36.7,36.2,0
03/22/2023 02:00:00 AM,0,0,0,0
01/18/2023 07:00:00 AM,5.3,52,38.1,0
03/02/2023 12:00:00 AM,3.5,124,43.8,0
